category,Netz aktuell,Netz Ø,SunEnergy Ist,SunEnergy Soll,Hoymiles,SunEnergy AC,Hausverbrauch,Batterie SOC,Heizung,Pool,Desk PC,Trockner,Waschmaschine,Server,Bambu H2C,Bambu X1C,Entkalkung,Gaming Monitore,Treppe,Kaffeemaschine,Küche Unterbau 1,Küche Unterbau 2,Küche Unterbau 3,Küche Unterbau 4,Carport Licht 1,Carport Licht 2,Carport Licht 3,Carport Licht 4,Waschküche_licht,Werkstatt_licht,E_Werkstatt_licht
Sun Jun 07 2026,-0.1816530612244904,-0.20515463917525775,191.55555555555554,199.72222222222223,7.65,-186.86399999999998,208.053947368421,32,7.7,2.8499999999999996,1.8,0,0,16.63090909090909,0,0,1.9025000000000003,1.082857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.04239130434782594,0.11777777777777768,194.85,194.84848484848484,7.574999999999999,-207,215.63207547169807,31,7.627272727272726,2.8499999999999996,1.7333333333333334,0,0,15.789830508474575,0,0,1.9033333333333333,1.0914285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.5709999999999998,-0.6916666666666668,192.14705882352942,195,7.68,-203.56153846153848,212.79259259259257,31,7.5636363636363635,2.8499999999999996,1.75,0,0,15.335849056603772,0,0,1.88,1.0904545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.6846666666666664,0.42894736842105263,192.34343434343435,195,7.6,-202.66,211.08636363636361,30,7.588888888888889,2.8533333333333326,1.75,0,0,15.405263157894735,0,0,1.9,1.0795454545454548,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.6680714285714283,-0.46785714285714275,194.23232323232324,195.71428571428572,7.65,-208.94166666666663,215.90892857142856,30,7.566666666666666,2.8333333333333326,1.8,0,0,15.774545454545448,0,0,1.872222222222222,1.0855000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,10.293343749999998,10.182812499999999,331.17,322.962962962963,7.55,-321.52777777777777,355.53653846153856,29,78.79444444444444,2.849999999999999,1.78,0,0,15.877192982456144,0,0,1.9021052631578947,1.0885714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,1.0557241379310347,0.9392857142857142,383.34,384,7.599999999999999,-393.9428571428571,403.40263157894736,29,89.46666666666665,2.854545454545454,1.8,0,0,15.385714285714284,0,0,1.8810000000000007,1.0972727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,5.396870967741934,5.876666666666666,368.93,384.61538461538464,7.55,-353.01250000000005,392.9040816326532,28,83.02857142857142,2.8454545454545452,1.85,0,0,15.366666666666665,0,0,1.8936842105263156,1.1042105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-8.340909090909092,-8.43030303030303,269.25,268.84615384615387,7.5,-256.5555555555555,265.51346153846157,28,30.313333333333333,2.8249999999999997,1.8,0,0,16.267857142857142,0,0,1.918,1.0776190476190477,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.5160500000000001,-0.4587500000000001,191.44117647058823,194.8148148148148,7.6,-204.2,213.1625,27,7.766666666666667,2.8571428571428568,1.75,0,0,16.174545454545463,0,0,1.8755555555555554,1.0838095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.6210526315789472,-0.5999999999999998,191.5252525252525,195,7.7,-205.39473684210532,212.63103448275868,27,7.75,2.8499999999999996,1.7999999999999998,0,0,15.92115384615384,0,0,1.8660000000000003,1.0934782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.3896756756756757,0.23287671232876697,191.83838383838383,195,7.7,-202.76000000000002,212.31086956521733,26,7.792857142857143,2.8499999999999996,1.75,0,0,15.988888888888894,0,0,1.9378947368421053,1.101,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.38975000000000004,-0.33768115942028987,192.21,196,7.699999999999999,-206.80909090909088,213.43200000000007,26,7.7444444444444445,2.8899999999999997,1.675,0,0,15.707017543859642,0,0,1.9015000000000004,1.0681818181818181,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.7952439024390245,-0.851219512195122,192.43,195,7.65,-204.67999999999998,212.9666666666666,26,7.792857142857143,2.843749999999999,1.85,0,0,16.27413793103448,0,0,1.8875,1.091304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,6.550051282051282,3.2173333333333334,194.09,197.93103448275863,7.7,-225.04285714285714,227.78541666666672,25,7.700000000000001,2.854545454545454,1.7750000000000001,0,0,16.627777777777776,0,0,1.8988888888888888,1.0899999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,2.1746153846153846,7.288461538461538,301.96078431372547,301.875,7.6,-310.8111111111111,321.2846153846154,25,7.720000000000001,2.8499999999999996,1.775,0,0,16.06551724137931,0,0,1.897894736842105,1.091818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,1.863785714285714,1.9017857142857149,297.1224489795918,296.8181818181818,7.7,-310.5555555555556,317.25853658536585,24,7.781818181818181,2.84,1.7999999999999998,0,0,16.2125,0,0,1.9105555555555556,1.0955,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,1.3017037037037038,1.4499999999999995,298.44444444444446,301.30434782608694,7.55,-311.025,320.1081081081081,24,7.718181818181819,2.8571428571428568,1.8333333333333333,0,0,16.00566037735849,0,0,1.8642105263157895,1.071904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-5.737399999999999,-5.85820895522388,230.7,232.72727272727272,7.55,-230.15333333333336,235.15882352941182,23,7.716666666666668,2.846153846153846,1.7,0,0,16.010714285714283,0,0,1.8805882352941177,1.0747826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.17807317073170725,0.03658536585365851,191.47,195,7.55,-204.475,211.79183673469387,23,7.75,2.8399999999999994,1.8,0,0,15.383333333333335,0,0,1.9000000000000001,1.074090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.5456923076923077,-0.48157894736842105,192.02,194.82758620689654,7.55,-204.88000000000005,211.87719298245608,22,7.75,2.8454545454545452,1.7333333333333334,0,0,15.80344827586207,0,0,1.8994999999999997,1.075,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.3732325581395349,0.3011627906976744,190.99,194.4,7.44,-203.98636363636368,211.6428571428572,22,7.65,2.849999999999999,1.7666666666666666,0,0,16.205263157894734,0,0,1.8645000000000003,1.077826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.35113157894736835,-0.20933333333333337,191.17,195,7.55,-202.83999999999997,211.39555555555557,22,7.660000000000001,2.8499999999999996,1.7333333333333334,0,0,15.898245614035087,0,0,1.8557894736842104,1.062083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.38916129032258034,-0.5016393442622955,190.81,194.73684210526315,7.5,-203.65833333333333,210.58510638297872,21,7.661538461538461,2.8199999999999994,1.8,0,0,15.901851851851855,0,0,1.8750000000000004,1.0830000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,5.462052631578947,4.603999999999999,208.22,219.0909090909091,7.35,-233.7,236.966,21,7.59090909090909,2.84,1.2999999999999998,0,0,16.141818181818177,0,0,1.8499999999999999,1.091904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.742148148148148,2.3584905660377355,303.18,302.6666666666667,7.366666666666667,-310.81666666666666,320,20,7.575,2.8,1.75,0,0,16.696491228070172,0,0,1.8659999999999992,1.0782608695652176,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,1.3985909090909088,1.0795454545454548,294.02,296.0869565217391,7.3,-310.475,315.55161290322576,20,7.530000000000001,2.8,1.7666666666666666,0,0,16.020000000000003,0,0,1.8273684210526315,1.0957142857142859,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.9059230769230768,1.019230769230769,305.50961538461536,305.29411764705884,7.366666666666667,-316.46666666666664,324.25142857142856,19,7.477777777777778,2.86,1.75,0,0,25.319642857142856,0,0,1.8605,1.0885714285714283,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-2.3836153846153842,-2.477922077922077,224.8,231.85185185185185,7.35,-228.55384615384617,238.2037037037037,19,7.45,2.7600000000000002,1.75,0,0,16.262499999999996,0,0,1.8555555555555558,1.0957142857142859,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.006355555555555586,-0.06111111111111109,192.65346534653466,195.76923076923077,7.35,-207.125,214.38644067796608,18,7.442857142857143,2.8166666666666664,1.75,0,0,16.14444444444445,0,0,1.8315789473684212,1.0854545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.350931818181818,-0.25232558139534894,192.6,195,7.35,-207.41428571428574,217.05094339622642,18,7.591666666666668,2.7800000000000002,1.75,0,0,15.881818181818184,0,0,1.8404999999999998,1.086818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.013358974358974426,0.18571428571428567,191.2127659574468,194.21052631578948,7.35,-199,210.00799999999998,17,7.659999999999999,2.822222222222222,1.8,0,0,16.114814814814814,0,0,1.8564999999999998,1.0912499999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,1.3262972972972973,1.0616438356164382,185.78,185,1.4625000000000006,-195.99285714285716,207.340350877193,17,7.640000000000001,2.8499999999999996,1.75,0,0,15.807272727272721,0,0,1.846842105263158,1.1186363636363634,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.684923076923077,0.6038961038961038,184.98039215686273,185.17241379310346,7.233333333333333,-196.5318181818182,205.91269841269852,17,7.555555555555555,2.78,1.75,0,0,15.845614035087719,0,0,1.8395,1.0845454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,24.881055555555555,18.031944444444445,201.85714285714286,229.25925925925927,7.15,-233.51290322580644,256.663768115942,16,7.533333333333332,2.79,1.3,0,0,16.331578947368417,0,0,1.8444999999999996,1.0999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-20.250156250000007,-12.496874999999998,300.09,306.2068965517241,1.425675675675676,-327.42857142857144,304.83416666666665,16,7.55,2.771428571428572,1.775,0,0,15.756363636363634,0,0,1.8424999999999998,1.0733333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-1.4266904761904764,-1.6195121951219513,277.18,277.6,-0.9493449781659389,-288.17499999999995,293.562949640288,15,7.545454545454546,2.7636363636363637,1.7666666666666666,0,0,16.401666666666664,0,0,1.8455000000000001,1.0795000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.3213061224489797,0.30000000000000016,273.6666666666667,274.2857142857143,-4.213857677902621,-285.26666666666665,293.82461059190047,15,7.5,2.75,1.85,0,0,15.932758620689656,0,0,1.8315789473684212,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-3.8039642857142857,-3.5405405405405417,209.77,218.14814814814815,-6.935984848484845,-205.6913043478261,224.25777126099692,14,7.542857142857144,2.7857142857142856,1.8,0,0,15.273214285714285,0,0,1.8311111111111111,1.0752380952380953,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.34753571428571456,-0.45000000000000007,164.59,167,-10.303180212014132,-177.15588235294118,186.94638069705113,14,7.490909090909091,2.783333333333333,1.7999999999999998,0,0,15.855555555555561,0,0,1.8194444444444444,1.096842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.3178620689655172,-0.33217391304347815,161.5049504950495,163.1818181818182,-14.062989323843418,-173.4703703703704,187.40821917808216,14,7.55,2.75,1.75,0,0,15.898181818181813,0,0,1.852222222222222,1.0854545454545452,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.11088135593220333,0.11186440677966104,161.87,165,-15.945674740484417,-175.47142857142853,189.79361702127648,13,7.557142857142857,2.7714285714285714,1.7333333333333334,0,0,16.05849056603774,0,0,1.8194999999999997,1.080434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.8654482758620685,0.726785714285714,165.74747474747474,166.42857142857142,-18.07562724014337,-176.74848484848482,195.48027027027047,13,7.454545454545454,2.7636363636363637,1.7666666666666666,0,0,20.312280701754386,0,0,1.816,1.0813043478260869,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-1.9752909090909088,-1.6358490566037742,148.03,149.62962962962962,-28.860218978102175,-160.57812500000003,187.097783933518,13,7.366666666666666,2.78,1.7999999999999998,0,0,16.503508771929827,0,0,1.8435000000000001,1.0845454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.3791071428571427,-0.5045454545454549,128.09,133.07692307692307,-50.253873239436594,-143.2166666666667,190.1172972972972,12,7.425,2.76,1.7333333333333334,0,0,16.750847457627117,0,0,1.879473684210526,1.0645000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-1.0520000000000003,-1.0473214285714285,101.11,105.2,-75.48071428571428,-114.3866666666667,187.8439890710382,12,7.409999999999999,2.75,1.8,0,0,16.79642857142857,0,0,1.8294736842105266,1.0844999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,2.1451724137931034,2.0973684210526313,88.75247524752476,85.41666666666667,-102.13740458015272,-97.51111111111112,204.13487031700288,12,39.375,2.7636363636363637,1.8666666666666665,0,0,16.290909090909093,0,0,1.8329999999999997,1.0990909090909093,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.8044166666666666,-0.8923728813559322,136.46464646464648,138.78787878787878,-126.60658436213988,-148.8694444444444,274.0492625368733,12,92.83157894736844,2.7818181818181817,1.8333333333333333,0,0,16.135185185185183,0,0,1.8539999999999999,1.10875,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.35443103448275876,-0.3278260869565216,117.11,117.87878787878788,-140.9439024390245,-127.93714285714286,268.7473154362415,12,83.64230769230768,2.783333333333333,1.7,0,0,16.063793103448276,0,0,1.838421052631579,1.0947826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.3373389830508479,-0.023728813559321747,158.68,160.8,-162.26029411764716,-160.47272727272727,330.88175438596505,12,52.339999999999996,2.7399999999999998,1.8333333333333333,0,0,16.05,0,0,1.8299999999999998,1.096818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.7008333333333334,-0.8817391304347826,111.26,110.52631578947368,-170.32035928143713,-121.97826086956522,292.33775100401596,12,7.65,2.8,1.8,0,0,16.298214285714284,0,0,1.828,1.0735000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.15199999999999983,0.12589285714285706,108.93137254901961,111.11111111111111,-172.78374384236443,-120.45652173913044,292.39222614841003,12,7.576923076923077,2.7666666666666666,1.75,0,0,16.513333333333335,0,0,1.8288888888888895,1.0685714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.20409836065573775,0.2616666666666666,116.75510204081633,117.3913043478261,-166.6979338842975,-127.79642857142856,295.5409090909092,12,7.528571428571427,2.766666666666666,1.7000000000000002,0,0,16.222807017543865,0,0,1.8370000000000002,1.0745,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-3.0899999999999994,-3.163392857142856,63.885714285714286,75,-152.48669724770645,-82.1388888888889,226.09421221864937,12,7.450000000000001,2.7636363636363637,1.7,0,0,16.621052631578948,0,0,1.7865000000000002,1.0885,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.5838813559322034,0.5232758620689657,42.78947368421053,46,-131.21594827586205,-55.79666666666665,186.5165109034268,12,7.43846153846154,2.75,1.8,0,0,16.229824561403507,0,0,1.8423529411764705,1.086818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,0.027267857142857083,0.23783783783783777,61.85,62.333333333333336,-116.89306122448973,-73.52285714285716,192.1453731343284,12,7.45,2.75,1.7333333333333334,0,0,17.008771929824565,0,0,1.7947368421052632,1.0705,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.7318275862068969,-0.8176991150442483,57.24038461538461,60.588235294117645,-120.36444444444447,-71.32727272727271,189.53213114754098,12,7.470000000000001,2.7777777777777777,1.8,0,0,15.849999999999993,0,0,1.8410526315789475,1.0726086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,1.6359473684210524,1.4274336283185833,55.510416666666664,59.523809523809526,-117.38181818181819,-69.06774193548387,186.49184952978047,12,7.528571428571429,2.8,1.75,0,0,16.424561403508772,0,0,1.8424999999999998,1.098,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.3822280701754386,-0.13362831858407084,84.51,85,-89.94559999999997,-96.09230769230768,185.7161849710984,12,7.459999999999999,2.8,1.7999999999999998,0,0,15.649999999999997,0,0,1.8921052631578945,1.0766666666666669,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,4.129706896551725,3.049557522123894,91.29292929292929,103.2,-88.23646616541352,-111.49666666666666,196.93342776203954,12,7.585714285714286,2.833333333333333,1.8,0,0,15.914035087719302,0,0,1.825,1.0757894736842104,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,7.743942307692295,11.817307692307711,900.72,1006.4583333333334,-75.90566801619435,-817.18,960.5458083832339,11,7.6692307692307695,2.814285714285714,1.4,0,0,16.083636363636362,0,0,1.8860000000000003,1.0877272727272727,0,649.168243243243,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,134.87445762711863,122.96016949152545,160.04950495049505,337.72727272727275,-78.71439999999996,-314.42,411.69413580246896,10.985294117647058,7.672727272727272,2.8499999999999996,1.75,0,0,16.7,0,0,1.8645,1.0915000000000001,0,4.742857142857143,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,231.78933333333336,234.23069306930697,-33.686868686868685,0,-106.23076923076921,22.140000000000004,359.1144827586206,11,7.607692307692307,2.8214285714285707,1.8,0,0,16.682456140350872,0,0,1.898333333333333,0.9653846153846153,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,131.24017543859645,135.70619469026553,-33.10891089108911,0,-109.03777777777779,21.85,265.4010489510487,11,7.6,2.7600000000000002,1.8,0,0,15.953448275862073,0,0,1.868421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,457.56513793103454,453.00344827586207,-33.59,0,-118.01917808219179,22.08,643.5634751773049,11,7.6692307692307695,2.836363636363636,1.3499999999999999,0,0,16.387719298245614,0,0,1.8666666666666667,0,0,661.6479166666666,0,0,0,0,0,0,0,0,79.7,0,0
Sun Jun 07 2026,54.2260769230769,61.21747572815533,-33.64646464646464,0,-172.38547486033522,21.9,250.14025423728822,11,7.661538461538461,2.8428571428571425,1.8,0.7413793103448277,0,15.921818181818187,0,0,1.8810000000000002,0,0,3.1730769230769225,0,0,0,0,0,0,0,0,41.650000000000006,0,0
Sun Jun 07 2026,7.73336,8.671000000000003,-32.45544554455446,-25,-205.8569230769229,19.683333333333334,227.51968911917103,12,7.516666666666667,2.8499999999999996,1.7,32.521052631578954,0,15.826785714285718,0,0,1.8240000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-2.5415294117647056,-2.353,-23.785714285714285,-7.837837837837838,-213.9809090909091,14.10566037735849,200.95483870967746,12,7.3500000000000005,2.7888888888888888,1.825,48.03333333333333,0,15.999999999999998,0,0,1.8611111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-1.6252037037037033,-2.4953271028037385,-9.525252525252526,6.346153846153846,-196.1244897959184,-3.2499999999999973,205.92337662337664,12,7.466666666666668,2.8000000000000003,1.7666666666666666,39.4,0,16.68983050847458,0,0,1.8510526315789475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-3.7118541666666656,-2.9612903225806457,-23.6,-3,-207.72826086956522,8.157894736842104,200.81167883211677,12,7.616666666666666,2.7999999999999994,1.75,29.95,0,16.150000000000002,0,0,1.8435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,2.015410714285713,2.0927927927927907,47.85,58,-239.41428571428568,-63.09655172413794,304.5587719298246,13,7.5699999999999985,2.8249999999999997,1.7750000000000001,16.942857142857143,0,15.470689655172418,0,0,1.8405263157894736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,1.3870545454545458,1.2830188679245282,51.71,55.18518518518518,-228.1275,-64.824,296.30500000000006,13,7.67,2.8499999999999996,1.85,35.966666666666676,0,16.13684210526316,0,0,1.8642105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,5.458736842105263,4.953982300884956,119.51,135,-168.44259259259252,-133.46216216216217,305.47162162162147,13,7.711111111111112,2.836363636363636,1.75,43.981818181818184,0,16.307142857142853,0,0,1.8994999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-5.755999999999999,-5.054838709677418,113.83,243.94736842105263,-115.34385964912282,-126.80243902439025,234.62236024844742,13,7.623076923076923,2.855555555555555,1.4,25.557142857142853,0,15.42857142857143,0,0,1.8524999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 07 2026,-0.5274821428571429,-0.34107142857142875,99.94,118,-88.59818181818183,-116.78148148148148,203.8992753623188,13,7.590000000000001,2.8099999999999996,1.75,22.5,0,15.705454545454543,0,0,1.8294736842105266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
